cuisine,location,name,price,ratings,tags
"Biryani,Andhra,Chinese,North Indian,Desserts,Beverages", 685| 1st Floor| 1st Main| 1st Cross| C.K Nagar| Electronic City| Bangalore,Megana Biryani Zone,500.0,3.9,
"Biryani,North Indian,Chinese,Rolls", Manjunath Layout| Munnekolala| Marathahalli| Bangalore,Prince Biryani House,400.0,3.9,Quick Bites
"North Indian,Chinese", Jalahalli Cross Road| Vivekananda Nagar| Peenya| Bangalore,Hotel Ramanna Nati Style,300.0,3.9,Quick Bites
"Burger,Fast Food,Beverages", 11| 2nd Cross| Papanna Layout| Subbanapalya| MS Nagar| Banaswadi| Bangalore,Dyadic Burger Factory,200.0,3.9,Quick Bites
Fast Food, Near Bus Stop| Belthur| Whitefield| Bangalore,Sri Lakshmi Ganesh Fast Food,200.0,3.9,
"South Indian,Chinese", 17G| Ground Floor| 18th Cross| 3rd Sector| HSR| Bangalore,Yummy Idiyappam,350.0,3.9,Quick Bites
Desserts, Shop 1| Basement| 147 Anjaneya Complex| Kodihalli| Airport Road| Indiranagar| Bangalore,Heaven In A Jar,400.0,3.9,Dessert Parlor
Street Food, Near Axis Bank ATM| Chinnpanhalli Main Road| Marathahalli| Bangalore,Chole Bhature Wala,200.0,3.9,Quick Bites
"Bakery,Desserts", 1st Main Road| RPC Layout| Near Club Road| Hosahalli Extension| Stage 1| Vijay Nagar| Bangalore,Kekiz - The Cake Shop,200.0,3.9,Bakery
"North Indian,Chinese", 60| Doddathogur| Phase 1| Near Velanki Tech Park| Electronic City| Banglore,Tadka Punjab Da,400.0,3.9,Quick Bites
Biryani, Near Shantimathma Devasthana| Attur Layout| Yelahanka| Bangalore,Donne Biryani House,400.0,3.9,Quick Bites
"North Indian,Street Food,Chinese", Delivery Only,Veg Punjabi Tadka,350.0,3.9,
"North Indian,Chinese", Delivery Only,Orchard Fresh - Home Meals,400.0,3.9,
"South Indian,Biryani", 3| Chokkanahalli Main Road| Jakkur Post| Yelahanka| Bangalore,A2Z Restaurant,300.0,3.9,Quick Bites
"Tea,Fast Food", Delivery Only,Chai Bar,300.0,3.9,
North Indian, Delivery Only,Ministry Of Curries,400.0,3.9,
"Chinese,Biryani", Delivery Only,Tropical House,250.0,3.9,
North Indian, Delivery Only,Ministry Of Curries,400.0,3.9,
"Chinese,Biryani", Delivery Only,Tropical House,250.0,3.9,
"Bengali,North Indian,Biryani,Fast Food", 12| 2nd Cross| Shakthi Layout| Kodigehalli Main Road| KR Puram| Bangalore,Khawar Ashe Pashe,300.0,3.9,
"Burger,Fast Food", 12| 4Th Cross| Pothalappa Garden| Adugodi| Wilson Garden| Bangalore,Pop Burger,300.0,3.9,Quick Bites
"South Indian,Street Food", 121| Doddabasti Main Road| Near HP Petrol Pump| Kenchanapura Cross| Nagarbhavi| Bangalore,Lekhana Tiffins,150.0,3.9,Quick Bites
"Pizza,Fast Food", Delivery Only,Formaggio,300.0,3.9,
"North Indian,Chinese,Fast Food,Beverages,Continental", 90| 1st Floor Gandhi Bazar Main Road| Basavanagudi| Bangalore,Smoky Beach,850.0,3.9,Casual Dining
"South Indian,North Indian,Chinese,Ice Cream,Odia", Shop 9| 10/1B/1| Ground Floor| 6th Phase| Puttenahalli Main Road| Hosakote| JP Nagar| Bangalore,Pratyush's Food Plaza,400.0,3.9,Quick Bites
"North Indian,South Indian,Chinese", Nehru Main Road| Near Jyoti School| Kammanahalli| Bangalore,Usmaan Recipes,400.0,3.9,Quick Bites
Beverages, 19A| 19th A Main Road| 1st Block| Rajajinagar| Bangalore,Half Tea,200.0,3.9,Beverage Shop
South Indian, 73| 9th Main Road| Nobo Nagar| Kalena Agrahara| Bannerghatta Road| Bangalore,Millet's Mane Oota,200.0,3.9,Quick Bites
"Biryani,Mughlai", 5/4/4| 1/1| 24th Main Road| Parangi Palaya| Sector 2| HSR| Bangalore,Village Donne Biriyani,550.0,3.9,Casual Dining
"Burger,Fast Food", Delivery Only,Burger House,200.0,3.9,
"Burger,Sandwich,Fast Food", Delivery Only,Burgers n Snacks,350.0,3.9,
"North Indian,South Indian", Delivery Only,Shefali's Kitchen,450.0,3.9,
"South Indian,North Indian,Chinese,Beverages", 191| 9th Cross| CMH Road| 1st Stage| Sarvanga Nagar| Indiranagar| Bangalore,Sri  Udupi Vaibhav,350.0,3.9,Quick Bites
"North Indian,South Indian", Delivery Only,Shine kitchen,300.0,3.9,
"Bihari,North Indian", 60| 1st Cross Road| Teachers Colony| Kumaraswamy Layout| Bengaluru,Litti Chokha,200.0,3.9,Quick Bites
"Andhra,Biryani,Chinese", 180| 1st Main Road| Jogupalya| CV Raman Nagar| Bangalore,Andhra Style Hotel & Curry's Point,300.0,3.9,Quick Bites
Tea, 154| Neeladri Road| Phase 1| Electronic City| Bangalore,TeaDarzi,250.0,3.9,Beverage Shop
"Kerala,Seafood", Delivery Only,Kerala Cafe,300.0,3.9,
"Pizza,Fast Food", Delivery Only,Homely Pizza,700.0,3.9,
"North Indian,Chinese,Fast Food", 256 50/2| Subhash Nagar| TC Palya Main Road| KR Puram| Bangalore,Delhi 6,400.0,3.9,Quick Bites
"South Indian,Street Food,North Indian", Opposite Sai Baba Temple| Avalahalli| Yehalanka| Bangalore,Highway Thindi,150.0,3.9,
South Indian, Podu Road| Bettadasanapura Main Road| Phase 1| Electronic City| Bangalore,SKS Idlis Hut,100.0,3.9,Quick Bites
"Bengali,North Indian,Fast Food", Ground Floor| Parkpalm Meadows| Ramagondanahalli| Near Sigma Soft Tech Park| Varthur Main Road| Whitefield| Bangalore,Kashe Kasha Exp,300.0,3.9,Quick Bites
Chinese, Ground Floor| Lahari Heights| Green House Layout| Doddathoguru| Electronics City Phase 1| Electronic City| Bangalore,Specially Chinese,300.0,3.9,
Street Food, Shop 1| Sompura Gate| Sarjapur Road| Bangalore,Siddhi Vadapav Center,100.0,3.9,
"Chinese,Fast Food,Beverages", 430/1| 1| Second Floor| Krishnappa Complex| Geddalahalli| K Narayanapura| Main Road| Hennur| Bangalore,Goody's Resto Cafe,450.0,3.9,Quick Bites
"Mangalorean,Chinese,North Indian,South Indian,Mughlai,Hyderabadi,Fast Food,Beverages", 68/1| Sanvi Nivasa| Boghanahalli Main Road| Opposite Kadubeesanahalli| Panathur| Marathahalli| Bangalore,Food X,500.0,3.9,Quick Bites
"South Indian,Chinese,North Indian", 603| 2nd Cross| 1st Main| Chandra Nivas| Hongasandra| Bommanahalli| Bangalore,Shree Annapurna Hotel,300.0,3.9,
"North Indian,Chinese,Kerala", 10/34| Orion Avenue Mall| 4th Floor| Unit 2| Banaswadi Main Road| Marutisevanagar| Banaswadi| Bangalore,Kumarakom The Restaurant,300.0,3.9,Quick Bites
Beverages, 11| Sankey Apartments| Sankey Road| Sadashiv Nagar| Bangalore,Aloha,500.0,3.9,Beverage Shop
South Indian, DRDO Complex| Opposite SBI Bank| CV Raman Nagar| Bangalore,NGOs Mess,200.0,3.9,Mess
"South Indian,Chinese,Biryani,Tamil", Shop 1 Site| 4| 60 Feet Road| Lakshminarayana Pura| Aecs Layout| Marathahalli| Bangalore,Anjarai Petti,400.0,3.9,Quick Bites
"Ice Cream,Street Food,Beverages", Raja Reddy Building| Kadubeesanahalli Outer Ring Road| Marathahalli| Bangalore,Icolance,250.0,3.9,Dessert Parlor
"South Indian,North Indian,Kerala", A 17| Katha 39/4| Opposite Total Mall| Doddanekkundi| Marathahalli| Bangalore,Tea Town Restaurant,300.0,3.9,Quick Bites
"Chinese,North Indian,Fast Food,Mughlai,Desserts,Beverages", 1038| AGB Layout| Gelayarabalga| Chiakkabanavara| Jalahalli| Bangalore,The Selfie Cafe,400.0,3.9,Quick Bites
"Chinese,North Indian,Fast Food", 35| 21st Main Road| 2nd Stage| Banashankari| Bangalore,Sri Sai's Dragons Den,450.0,3.9,Quick Bites
"Fast Food,Beverages,Desserts", 31/32| Thirumenahalli| Road| Opposite KNS Collage| Jakkur| Bangalore,Mangalore Cafe,250.0,3.9,Quick Bites
"Street Food,North Indian,Beverages", Delivery Only,Samosa Singh,200.0,3.9,
"North Indian,Chinese", 85| RMN Apartment| 6th Cross| Bilekahalli| Bannerghatta Road| Bangalore,Bangali Tastr,300.0,3.9,Quick Bites
Biryani, 1| 471| 100 Feet Road| Ilyas Nagar| Jaraganahalli| JP Nagar| Bangalore,MC Biryani,200.0,3.9,Quick Bites
Fast Food, 23/53| 4th Block| 16th Main Road| Nandni Layout| Mahalakshmipuram| Rajajinagar| Bangalore,Five Star Chicken,350.0,3.9,Quick Bites
North Indian, 2/6A| 1st Floor| 10th Main Road| 10th Cross| Maruthi Layout| Seoul Store| Hennur| Bangalore,Axomi Kitchen,300.0,3.9,Quick Bites
"Beverages,Bakery", 139/1| 2A-1| Aarthi| 1st Main Road| Sarvabhoumanagar| Bilekahalli| Bannerghatta Road| Bangalore,Single Teas,200.0,3.9,"Beverage Shop,Quick Bites"
Fast Food, 786| 3rd Main| SLN Layout| Munnekolala| Near Laxmi Narayana Temple| Marathahalli| Bangalore,Burger Land,150.0,3.9,Quick Bites
"Fast Food,Juices", 30| 24th Main| JP Nagar| Bangalore,Cafe Monarch,100.0,3.9,Quick Bites
South Indian, #33/1| 3rd Cross| BBC Layout| Vijay Nagar| Bangalore,Shree Catering,200.0,3.9,
"North Indian,South Indian", Near Embassy Office Back Gate| Bellandur| Bangalore,Shri Guru Basaveshwar Khanawali,150.0,3.9,Quick Bites
South Indian, 152/Y| 50th Cross| 16th Main| 3rd Block| Rajajinagar| Bangalore,Nimma Dharwad Mane,100.0,3.9,Quick Bites
"Chinese,Biryani", 33/1| K Narayanpura| Hennur| Bangalore,1987,250.0,3.9,
"South Indian,Biryani", 18| 15th Main Road| Ganganagar| Opposite 108 ‘B’ Bus Stop| RT Nagar| Bangalore,Hale Chickpet Donne Biryani,300.0,3.9,Quick Bites
"Chinese,Continental,Beverages", 5th Floor| Opposite Deepa Complex| Nagarbhavi| Bangalore,The Dome Café,1000.0,3.9,Casual Dining
"South Indian,North Indian", 1554| 11th Cross| 1st Stage| Kumaraswamy Layout| Bangalore,Desi Swaad,200.0,3.9,Quick Bites
"Chinese,Fast Food", 1/2| Sorahunase| Near Water Tank| Muthsandra Main Road| Varthur Main Road| Whitefield| Bangalore,Geo Barbeque & Burgers,350.0,3.9,Quick Bites
"North Indian,Chinese", Delivery Only,Masale Ki Potli,350.0,3.9,
South Indian, 759| Dr.Rajkumar Road| 6th Block| Rajajinagar| Bangalore,Shri Guru Ragavendhra Tiffen & Coffee Bar,150.0,3.9,Quick Bites
"Chinese,Fast Food,Beverages", 117/A| Ground Floor| 16th Main| 13th Cross| Tavarekere Main Road| 1st Stage| BTM| Bangalore,Nawabs 9 Cafe & Cool Bar,300.0,3.9,Quick Bites
North Indian, 106 & 107/1| AECS Layout| Nagashetty Halli| Sanjay Nagar| Bangalore,Hotel Udupi Garden,300.0,3.9,Quick Bites
South Indian, 759| Dr.Rajkumar Road| 6th Block| Rajajinagar| Bangalore,Shri Guru Ragavendhra Tiffen & Coffee Bar,150.0,3.9,Quick Bites
"Chinese,Fast Food,Beverages", 117/A| Ground Floor| 16th Main| 13th Cross| Tavarekere Main Road| 1st Stage| BTM| Bangalore,Nawabs 9 Cafe & Cool Bar,300.0,3.9,Quick Bites
North Indian, 106 & 107/1| AECS Layout| Nagashetty Halli| Sanjay Nagar| Bangalore,Hotel Udupi Garden,300.0,3.9,Quick Bites
"North Indian,Chinese,Kebab", Shop 2| Timmareddy Building| Near Chowdeshwari Temple| Marathahalli| Bangalore,Kebab Rolls & Mughlai,200.0,3.9,Quick Bites
"South Indian,Andhra", Opposite Retreat Villa| Tharabanahally| Chikkajala Post| International Airport| Bangalore,Om Shakthi Tiffin Centre,100.0,3.9,Quick Bites
"Cafe,Pizza,Desserts,Fast Food,Beverages", Shop 2| 11/1| Site 7| SK Complex| SS Garden| Chikkabanavara| Jalahalli| Bangalore,Cafe Chocolicious,250.0,3.9,Café
"Italian,Mediterranean,Desserts", House S-7| 1st Floor| West Side| Silver Springs Layout| Munnekolalu| Mahadevapura| Marathahalli| Bangalore,Via Milano,700.0,3.9,
"Fast Food,Beverages,Ice Cream,Desserts", Shop 4| Austin Town| K.B.A.R Road| Neelasandra| Opposite BDA Complex| Richmond Road| Bangalore,Cool Town,250.0,3.9,"Quick Bites,Beverage Shop"
"Beverages,Fast Food", 337| 66th Cross Road| 1st Block| Rajajinagar| Bangalore,A.S Juice Cafe,100.0,3.9,Beverage Shop
"North Indian,Chinese", 606| 8th Main| 17 Cross| Beml Layout| Chubarahalli| Brookefield| Bangalore,Biryani Kabab Centre,200.0,3.9,Quick Bites
"Italian,Chinese,North Indian,Pizza,Beverages", #6| 80 Feet Road| Opposite Big Bazaar| Above Red Tape Showroom| Katriguppe| Banashankari| Bangalore,Kafe Together,500.0,3.9,Quick Bites
"Italian,Continental,Beverages", 1/13/98| Soupamika| Doddanekkudi Main Road| Whitefield| Bangalore,Amigos Chef,200.0,3.9,Quick Bites
"Fast Food,Street Food", 3rd Cross| Dharmaraya Temple Street| Ramagondanahalli| Varthur Main Road| Whitefield| Bangalore,Snacks Bar,400.0,3.9,
"Biryani,Seafood,Chinese,North Indian", 11| 9th Main| Brundhavana Nagara| Mathikere| Jalahalli| Bangalore,JP Grand By Seasons Food,600.0,3.9,Casual Dining
"North Indian,Mughlai,South Indian", Delivery Only,Ismail Bhai,350.0,3.9,
"Mithai,Bakery", 469| Narsim Murthy Building| 1st Stage| Tumkur Main Road| Near Govt Primary School| Peenya| Bangalore,Sri Venkateswara Sweets Bakery & Chats,300.0,3.9,"Sweet Shop,Bakery"
"South Indian,Chinese", Shop 58| Ground Floor| Amrit Nagar Main Road| Opposite Sub Registrar Office| Konankunte| Kanakapura Road| Bangalore,Udupi Upahar,250.0,3.9,Quick Bites
Healthy Food, 26| Pearl Crest| ESI Hospital Road| HAL 2nd Stage| Indiranagar| Bangalore,Ketogenic Foods - By Infinitea,1000.0,3.9,
"North Indian,Desserts", Delivery Only,Breakfast Experiment By Ola Foods,250.0,3.9,
South Indian, 11/4| Near Hennur Bande| Hennur| Banglore,Lakshmi Uphar,150.0,3.9,
South Indian, 11/4| Near Hennur Bande| Hennur| Banglore,Madurai Bhavan,150.0,3.9,
Chinese, Near 2nd Stage| BDA Complex| Banashankari| Bangalore,Ravi Gobi Bindhu Chinese Center,150.0,3.9,Food Truck
"Desserts,Beverages", 15| SLV Complex| 60 Feet Road| 19th Main| Koramangala 6th Block| Bangalore,Wicked Brownies,300.0,3.9,Dessert Parlor
"North Indian,BBQ,Seafood,Chinese", Delivery Only,Tandoori Kitchen,500.0,3.9,
Andhra, 437/106| 118| 1st Floor| Garvebhavipalya| Hosur Main Road| Bommanahalli| Bangalore,Nagarjuna  Grand  N,600.0,3.9,Casual Dining
"Mishti,Street Food", 249| Mahaveer Fortune| A Block| Hosahalli Road| Gollarhati| Magadi Road| Bangalore,Shibani's Kitchen Bengali Snacks And Sweets,150.0,3.9,"Sweet Shop,Quick Bites"
"North Indian,Mughlai,Biryani,Rolls,Beverages", Delivery Only,Curry On Tikka,400.0,3.9,
"Biryani,North Indian", Delivery Only,Hyderabadi Biryani Mahal,450.0,3.9,
South Indian, Garvebhavi Palya| Next To RNS Motors| Hosur Road| Electronic City| Bangalore,Hotel Amulya,500.0,3.9,Quick Bites
Street Food, 3| Taheera Villa| Ground Floor| 3rd Stage| B Cross| 18th Main Road| BTM| Bangalore,Shetty's Bangarpet Panipuri,100.0,3.9,Quick Bites
Biryani, Delivery Only,Ali's Rasoi,500.0,3.9,
"Coffee,Beverages", The Residency| 133/1| Ground Floor| Opposite Bishop Cotton Boys School| Residency Road| Bangalore,Humble Bean - Brew Bar,300.0,3.9,Beverage Shop
Fast Food, 29| 1st Main| 8th Cross| Near Rajkumar Circle| Kengeri Satellite Town| Kengeri| Bangalore,Sharma Chats,100.0,3.9,Quick Bites
North Indian, Delivery Only,The Aroma's,350.0,3.9,
"Beverages,Fast Food", Philomena Hospital Road| Ms. Ramaiah North City| Vyalikaval HBCS Layout| Nagawara| Bangalore,Lassi Coconut,150.0,3.9,Beverage Shop
"North Indian,South Indian,Fast Food,Mughlai,Sandwich", Delivery Only,Friends & Flavors,400.0,3.9,
"Tea,Fast Food", Cessna Business Park| Kaverappa Layout| Kadubeesanahalli| Outer Ring Road| Marathahalli| Bangalore,Chai Era,100.0,3.9,Beverage Shop
"Burger,Fast Food", Survey 82/13| Khasra 246/35| Nagappa Layout| Hoodi| Mahadevpura| Whitefield| Bangalore,Crispy Fried Chicken & Burger,400.0,3.9,Quick Bites
"Healthy Food,Sandwich", Delivery Only,Breakfast Bunny,150.0,3.9,
"Biryani,North Indian,Chinese,Seafood,Beverages", 163| Shreyas Arcade| Opposite Apollo Pharmacy| Green Glen Layout| Bellandur| Bangalore,Venky's Dum Biryani,500.0,3.9,Quick Bites
Biryani, Delivery Only,Grannys Biryani,400.0,3.9,
"North Indian,Continental,South Indian,Desserts", Delivery Only,Flavours Curated By WelcomHotel,1000.0,3.9,
"Biryani,North Indian,Chinese,Andhra", 36/A| Ground Floor| 2nd F Main Road| Koramangala 8th Block| Bangalore,Aramane Donne Biriyani,350.0,3.9,Quick Bites
North Indian, Delivery Only,Indian Biryani Company,500.0,3.9,
South Indian, Delivery Only,Brahmins Tiffins,150.0,3.9,
"North Indian,Seafood", 6/2-3| Minerva Mill| Gopalapura| Magadi Road| Rajajinagar| Bangalore,Zahan,500.0,3.9,
"Biryani,South Indian", 479| 2nd Cross| Ashwathnagar| Varthur Hobli| Marathahalli| Bangalore,New Ambur Hot Dum Biriyani,300.0,3.9,Quick Bites
South Indian, Delivery Only,Spoorthi Tiffins,200.0,3.9,
"Cafe,Desserts,Bakery", 88| 10th Cross| 1st Main| Temple Street| Malleshwaram| Bangalore,Asha Melange,700.0,3.9,Café
South Indian, Shop 31| 1st Cross| Anand Nagar| Marathahalli| Bangalore,Udupi Brahmins Cafe,150.0,3.9,
"Chinese,Biryani,Andhra", Delivery Only,Nanda Gokula Family Restaurant,400.0,3.9,
"American,Fast Food,Beverages", 165| MIG 707| 4th Phase| New Town| Yelahanka| Bangalore,Crispy Cool,300.0,3.9,Quick Bites
Desserts, 2595| Ground Floor| 2nd Cross| 18th Main| 2nd Stage| Kodihalli| Domlur| Bangalore,Uncle Peter's Pancakes & Cafe,300.0,3.9,Dessert Parlor
"North Indian,Chinese", 652| 1st Floor| Doddanekundi Main Road| Pragathi Layout| Marathahalli| Bangalore,The Chaap Factory,400.0,3.9,
Burger, Delivery Only,LaBurgerita,300.0,3.9,
"South Indian,North Indian", New 46| Old 96| Guddalahally Circle| Near RT Nagar Post Office| Hebbal| Bangalore,India Spicy Restaurant,250.0,3.9,Quick Bites
"Bengali,Chinese,North Indian", Near Railway Crossing| SGR Dental College Road| Marathahalli| Bangalore,Utkalika Hotel,200.0,3.9,Quick Bites
Fast Food, NBK Complex| Secter 2| HSR| Bangalore,Snacks Addict,200.0,3.9,Quick Bites
"Chinese,South Indian,Beverages", 55/2| Konappana Agrahara| G.S.P Road| Opposite Anugraha Hospital| Electronic City| Bangalore,Hotel Annapoorne,200.0,3.9,Quick Bites
"Chinese,North Indian", Near Tech Mahendra| Electronic City| Bangalore,New Satkar Restaurant,300.0,3.9,Quick Bites
"Asian,Chinese,Thai", Delivery Only,Ginger Tiger,500.0,3.9,
Hyderabadi, Delivery Only,ADB Kitchen's,300.0,3.9,
"North Indian,Chinese,Andhra", Delivery Only,M.A.S Kitchen,300.0,3.9,
"North Indian,Pizza,Fast Food", 966| 12th Main| HAL 2nd Stage| Shanthinagar| Indiranagar| Bangalore,The Fussy Vegan,300.0,3.9,
"North Indian,Biryani", Delivery Only,Royal Nawaab Biryani,400.0,3.9,
Chinese, Delivery Only,Daily Delight,300.0,3.9,
"Chettinad,Biryani,Beverages", 220| 13th Cross| 2nd Stage| Indiranagar| Bangalore,Saapaad,300.0,3.9,Quick Bites
Street Food, 68| Appu Rao Road| Raghavendra Colony| Chamrajpet| Basavanagudi| Bangalore,Aralimara Panipuri,150.0,3.9,Quick Bites
"Bakery,Desserts,Fast Food", Near Krishna Reddy House| Krishna Reddy Layout| Govt Hospital Road| Arekere| Bannerghatta Road| Bangalore,Bread N Beyond,250.0,3.9,Bakery
"North Indian,Seafood", 1/32| Assaye Road| Ulsoor| Bangalore,Marine Sea Food,400.0,3.9,
North Indian, Delivery Only,Homemade Meal Box - Nandini,350.0,3.9,
"Street Food,Beverages", Delivery Only,Blg Bangarpet Chats & Juices,100.0,3.9,
"North Indian,Fast Food", 1831| Ground Floor| D & S Cottage| Mcech Layout| C Block| Sahakara Nagar| Bangalore,Punjabi Rasoi,350.0,3.9,
"North Indian,Chinese,Biryani", Delivery Only,Combo Magic,300.0,3.9,
"Beverages,Juices,Sandwich,Fast Food", 104/5| Gopaal Reddy Building| Tavarekere Main Road| 1 Stage| BTM| Banglore,Sri Ganesh Fruit Juice Center,250.0,3.9,"Beverage Shop,Quick Bites"
Biryani, 121| Bbmp Office Main Road| Opposite Jamia Masjid| JC Nagar| RT Nagar| Bangalore,Hyderabad Biriyani House,200.0,3.9,
Street Food, 671| 1st Main| Kirloskar Layout| Near Saptagiri College| Jalahalli| Bangalore,Bangarapet Pani Puri And Chats,100.0,3.9,
South Indian, 473| Adugodi Main Road| Koramangala 8th Block| Bangaluru,Paddu Corner,300.0,3.9,
Chinese, Near Anjaneya Temple| A Narayanapura| ITI Layout| Whitefield| Bangalore,Malabar Queen Restaurant,200.0,3.9,Quick Bites
"Street Food,Mithai", 21st Main| 3rd Cross| Near JP Nagar Police Station| JP Nagar| Bangalore,Kamakshi Condiments,300.0,3.9,
"North Indian,Chinese,Naga", New Temple Road| Site 99| Nallurahalli| Near Brigade IRV| Whitefield| Bangalore,Pork@Night,350.0,3.9,Quick Bites
"South Indian,North Indian,Chinese,Street Food,Beverages", 304| Ground Floor| K N Gopal Krishna Building| Opposite Brigade Cosmopolis| Whitefield| Bangalore,Udupi Aatithya,400.0,3.9,Quick Bites
"Maharashtrian,Street Food,Fast Food", 117| Industrial Layout| 80 Feet Road| Near SBI Bank| Koramangala 7th Block| Bangalore,Goli Vada Pav No. 1,150.0,3.9,Quick Bites
"Biryani,Bengali,North Indian,Mughlai,Rolls", Delivery Only,Kolkata Durbar,500.0,3.9,
Ice Cream, Site 2| 423| Munnekolala| Varthur Hobli| Marathahalli| Bangalore,Arun Ice Cream Parlour,100.0,3.9,Dessert Parlor
"Chinese,Kerala", 13| Prashanth Nagar| S Ramesh Road| T Dasarahalli| Jalahalli| Bangalore,Orange Hotel,200.0,3.9,Quick Bites
"American,Burger,Continental,Beverages,Mexican,Desserts", 9| 2nd Cross| AECS Layout| RMV 2nd Stage| Sanjay Nagar| Bangalore,Amerikhani,600.0,3.9,
"North Indian,Chinese,Fast Food", Delivery Only,Arashal,200.0,3.9,
"Chinese,North Indian", 110| 2nd Main| 5th Cross| Aswathnagar| Marathahalli| Bangalore,Jan Aahar Combo Box,300.0,3.9,
"Ice Cream,Desserts,Beverages", Delivery Only,Dock Frost'd,400.0,3.9,
"Ice Cream,Desserts,Beverages", Delivery Only,Dock Frost'd,400.0,3.9,
"Fast Food,Ice Cream,Beverages", Delivery Only,Charlie Who?,500.0,3.9,
"Bakery,Desserts", 16/5| 2nd Cross| 1st Main| Gupta Layout| South End Circle| Basavanagudi| Bangalore,Cakoholic,650.0,3.9,Bakery
"Juices,Beverages", Delivery Only,Juicadmy,100.0,3.9,
"South Indian,North Indian,Chinese", Delivery Only,Kai Ruchi,400.0,3.9,
"Chettinad,Ice Cream,Beverages", 36| 20th Main| 1st Stage| BTM| Bangalore,Mallu Darbar,250.0,3.9,Quick Bites
"Fast Food,Beverages,Italian", Delivery Only,French Brew,600.0,3.9,
"Fast Food,Beverages", Delivery Only,The Night Bird Cafe,600.0,3.9,
"North Indian,Beverages", Delivery Only,Shuddh Aahaar- Gratifying Meals,250.0,3.9,
"Chinese,Fast Food,Rolls", Delivery Only,Snacks Adda,200.0,3.9,
"North Indian,Fast Food,Sandwich", Delivery Only,Hunger Depot,150.0,3.9,
"Chinese,Momos", Parshanthi Complex| Channsandra Main Road| Near Kadugodi Post| Whitefield| Bangalore,Totaram's,200.0,3.9,Quick Bites
South Indian, 176/7| 3rd Main Road| Near VS Stores| CV Raman Nagar| Bangalore,Rusi Foods,250.0,3.9,Quick Bites
"Burmese,Asian,Japanese", Delivery Only,Pink Panther,500.0,3.9,
"Bakery,Desserts", Delivery Only,Cake Express,200.0,3.9,
Bakery, 3rd Floor| GT World Mall| Magadi MainRoad| Magadi Road| Bangalore,Cake Collective,200.0,3.9,Bakery
"North Indian,Bengali,Chinese", 1705| 5th Cross| 4th Main| Water Tank Road| Kumaraswamy Layout| Bangalore,Meals And Grills,550.0,3.9,
North Indian, Site-1| 2| 3| Shettihalli Main Road| Nandana Nagar Cross| Jalahalli| Bangalore,Pubg Meals,500.0,3.9,
North Indian, 31-118| 1st Floor| Krishna Rajendra Road| Basavanagudi| Bangalore,Tiffin Meal,200.0,3.9,
"Momos,Fast Food", Delivery Only,Momo & Co.,400.0,3.9,
"Ice Cream,Beverages", Delivery Only,Nimbus Nest,300.0,3.9,
"Chinese,North Indian", 251| Ground Floor| Near Sri Kalika Durga Parameshwari Temple| Vidyaranyapura| New BEL Road| Bangalore,Punjabi Rasoi,350.0,3.9,Quick Bites
"North Indian,Mughlai", Delivery Only,PUBG Meals,400.0,3.9,
"North Indian,Chinese,Beverages", 5| Maruthi Nilaya| 3rd Cross| Sandyagappa Layout| Veerannapalya| Near Abodh Apartment| Govindapura| Nagawara| Bangalore,Naughty Egg,300.0,3.9,Quick Bites
North Indian, Flat A002| Candeur Rise Apartment| Varthur Main Road| Whitefield| Bangalore,Rasoi Ghar,250.0,3.9,
"Hyderabadi,North Indian,Chinese", Shop 1 - 2| 256/3| Belunderkhane| Varthur Main Road| Whitefield| Bangalore,Hyderabadi Zaike,350.0,3.9,
Chinese, Deverchikna Halli Bus Stand| Bommanahalli| Bangalore,D Tiffin Service,300.0,3.9,
Biryani, Delivery Only,Yumlane Biryani,600.0,3.9,
Momos, Delivery Only,Yumlane Momos,500.0,3.9,
"North Indian,Chinese,Fast Food", Delivery Only,Punjabi Tashan,250.0,3.9,
"North Indian,Chinese,Fast Food", Delivery Only,Punjabi Tashan,250.0,3.9,
South Indian, Delivery Only,Rayalaseema Express,300.0,3.9,
North Indian, Delivery Only,Khichdis & More,350.0,3.9,
"North Indian,Chinese", Delivery Only,Brijwasi- Pure Veg,500.0,3.9,
Fast Food, Field Marshal Cariappa Road| Ashok Nagar| Residency Road| Bangalore,Times Square Cafe,200.0,3.9,Quick Bites
"North Indian,Chinese,Biryani,Street Food", near sakra world hospital opposite Ganesh temple. Devarabisanahalli mahadevpura| Bellandur| Bangalore,JK Biryani House,300.0,3.9,Quick Bites
"Bakery,Desserts", 58| Surveyor Street| Basavanagudi| Bangalore,Sugar Stars Co,300.0,3.9,Bakery
South Indian, Beside Presidency University| Maduri Temple Road| Rajankunte| Yelahanka| Bangalore,Hotel Y N Senate,200.0,3.9,Quick Bites
"North Indian,Biryani", 84| 1st Floor| Balaji Plaza| Lal Bagh Main Road| Basavanagudi| Bangalore,New Ambur Biryani,200.0,3.9,Quick Bites
North Indian, Delivery Only,Healthy Green Thali,500.0,3.9,
South Indian, Delivery Only,Dravida Bhavana,200.0,3.9,
Fast Food, Delivery Only,Joe's Rolls N Sandwiches,200.0,3.9,
"Chinese,North Indian,Biryani", Delivery Only,Fish Mehal,300.0,3.9,
"North Indian,Seafood,Biryani", 2047| MIG 3| New Town| Yelehanka| Bangalore,Samovar Restaurant,350.0,3.9,
